Age,latitude,longitude,Pin code,Medium (P1),Medium (P2),Ease and convenient,Time saving,Easy Payment option,Good delevery safe ,Good Tracking system,Late Delivery,product damage ,Bad past experience,Unavailability,Long delivery time,Delay of delivery ,Wrong order delivered,Missing item,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Output,Reviews
28,12.9369,77.6407,560095,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Yes,I don't mind about late delivery when it comes from a top rated restaurant believing in its quality
23,13.0158,77.539,560096,Speed posst,Post Man pickup,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Yes,I have no issues related to delivery and I prefer four plus rated restaurant
30,13.0809,77.5565,560097,Speed posst,Post Man pickup,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,No,I had misplaced order in the past orders
21,13.0641,77.5931,560092,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Yes,Best service
26,12.9859,77.6713,560093,Speed posst,Post Man pickup,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Agree,Yes,Important,Moderately Important,Important,Important,No,I had bad quality order delivered twice
25,12.9859,77.6713,560093,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Neutral,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Disagree,Disagree,Agree,Disagree,No,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Yes,Bad rating doesn't mean that the post tastes bad. Delivery got no problem !
31,12.9866,77.4904,560091,Speed posst,Post Man pickup,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Disagree,Disagree,Neutral,Agree,Yes,Important,Moderately Important,Important,Very Important,No,Order delivered to my location are late
23,12.9847,77.5491,560100,Speed posst,Normal Post,Agree,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Moderately Important,Important,Important,Yes,My location is pretty well built for post delivery
22,12.985,77.5533,560010,Normal Post,Post Man pickup,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Yes,NIL
27,12.9299,77.6848,560103,Speed posst,Normal Post,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,Neutral,Neutral,Yes,Important,Very Important,Very Important,Very Important,Yes,NIL
22,12.977,77.5773,560009,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Agree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Yes,Very Important,Very Important,Unimportant,Important,Yes,Nil
24,12.9828,77.6131,560042,Speed posst,Post Man pickup,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,Neutral,Disagree,Maybe,Moderately Important,Important,Moderately Important,Slightly Important,Yes,NIL
23,12.9766,77.5993,560001,Speed posst,Post Man pickup,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,Agree,Agree,Maybe,Important,Important,Important,Important,Yes,Nil
23,12.9854,77.7081,560048,Speed posst,Normal Post,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,Disagree,Disagree,Yes,Moderately Important,Very Important,Moderately Important,Moderately Important,Yes,Nil
22,12.985,77.5533,560010,Speed posst,Post Man pickup,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Neutral,Agree,Yes,Important,Very Important,Important,Important,Yes,Nil
23,12.977,77.5773,560009,Speed posst,Normal Post,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Yes,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.
23,12.8988,77.5764,560078,Normal Post,Post Man pickup,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,Disagree,Agree,Maybe,Slightly Important,Unimportant,Slightly Important,Moderately Important,Yes,Nil
